UserID,Preferences,Gender,NumberOfAdults,NumberOfChildren,Nature_Interest,Culture_Interest,Adventure_Interest,Food_Interest,Wellness_Interest,Entertainment_Interest,Shopping_Interest,Family_Interest,Cluster
266,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
267,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
268,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
269,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
270,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
271,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
272,"Nature, Adventure",Male,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
273,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
274,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
275,"Nature, Adventure",Female,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
276,"City, Historical",Male,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
277,"Beaches, Historical",Male,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
278,"Nature, Adventure",Male,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
279,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
280,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
281,"Nature, Adventure",Male,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
282,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
283,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
284,"Nature, Adventure",Female,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
285,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
286,"Beaches, Historical",Male,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
287,"Nature, Adventure",Female,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
288,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
289,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
290,"Nature, Adventure",Female,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
291,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
292,"Beaches, Historical",Male,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
293,"Nature, Adventure",Female,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
294,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
295,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
296,"Nature, Adventure",Male,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
297,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
298,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
299,"Nature, Adventure",Female,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
300,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
301,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
302,"Nature, Adventure",Male,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
303,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
304,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
305,"Nature, Adventure",Female,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
306,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
307,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
308,"Nature, Adventure",Female,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
309,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
310,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
311,"Nature, Adventure",Female,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
312,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
313,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
314,"Nature, Adventure",Female,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
315,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
316,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
317,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
318,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
319,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
320,"Nature, Adventure",Female,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
321,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
322,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
323,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
324,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
325,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
326,"Nature, Adventure",Female,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
327,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
328,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
329,"Nature, Adventure",Male,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
330,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
331,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
332,"Nature, Adventure",Female,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
333,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
334,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
335,"Nature, Adventure",Female,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
336,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
337,"Beaches, Historical",Male,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
338,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
339,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
340,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
341,"Nature, Adventure",Male,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
342,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
343,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
344,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
345,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
346,"Beaches, Historical",Male,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
347,"Nature, Adventure",Female,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
348,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
349,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
350,"Nature, Adventure",Male,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
351,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
352,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
353,"Nature, Adventure",Female,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
354,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
355,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
356,"Nature, Adventure",Male,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
357,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
358,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
359,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
360,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
361,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
362,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
363,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
364,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
365,"Nature, Adventure",Male,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
366,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
367,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
368,"Nature, Adventure",Male,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
369,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
370,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
371,"Nature, Adventure",Male,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
372,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
373,"Beaches, Historical",Male,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
374,"Nature, Adventure",Female,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
375,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
376,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
377,"Nature, Adventure",Female,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
378,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
379,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
380,"Nature, Adventure",Male,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
381,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
382,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
383,"Nature, Adventure",Female,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
384,"City, Historical",Male,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
385,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
386,"Nature, Adventure",Male,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
387,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
388,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
389,"Nature, Adventure",Female,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
390,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
391,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
392,"Nature, Adventure",Male,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
393,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
394,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
395,"Nature, Adventure",Male,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
396,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
397,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
398,"Nature, Adventure",Female,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
399,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
400,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
401,"Nature, Adventure",Male,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
402,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
403,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
404,"Nature, Adventure",Male,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
405,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
406,"Beaches, Historical",Male,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
407,"Nature, Adventure",Female,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
408,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
409,"Beaches, Historical",Male,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
410,"Nature, Adventure",Male,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
411,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
412,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
413,"Nature, Adventure",Female,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
414,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
415,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
416,"Nature, Adventure",Female,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
417,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
418,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
419,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
420,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
421,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
422,"Nature, Adventure",Female,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
423,"City, Historical",Male,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
424,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
425,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
426,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
427,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
428,"Nature, Adventure",Female,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
429,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
430,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
431,"Nature, Adventure",Male,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
432,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
433,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
434,"Nature, Adventure",Female,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
435,"City, Historical",Male,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
436,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
437,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
438,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
439,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
440,"Nature, Adventure",Female,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
441,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
442,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
443,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
444,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
445,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
446,"Nature, Adventure",Female,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
447,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
448,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
449,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
450,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
451,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
452,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
453,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
454,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
455,"Nature, Adventure",Female,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
456,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
457,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
458,"Nature, Adventure",Male,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
459,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
460,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
461,"Nature, Adventure",Female,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
462,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
463,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
464,"Nature, Adventure",Female,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
465,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
466,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
467,"Nature, Adventure",Male,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
468,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
469,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
470,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
471,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
472,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
473,"Nature, Adventure",Male,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
474,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
475,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
476,"Nature, Adventure",Female,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
477,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
478,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
479,"Nature, Adventure",Male,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
480,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
481,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
482,"Nature, Adventure",Female,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
483,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
484,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
485,"Nature, Adventure",Female,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
486,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
487,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
488,"Nature, Adventure",Female,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
489,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
490,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
491,"Nature, Adventure",Female,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
492,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
493,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
494,"Nature, Adventure",Female,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
495,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
496,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
497,"Nature, Adventure",Male,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
498,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
499,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
500,"Nature, Adventure",Female,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
501,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
502,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
503,"Nature, Adventure",Male,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
504,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
505,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
506,"Nature, Adventure",Female,2,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
507,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
508,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
509,"Nature, Adventure",Male,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
510,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
511,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
512,"Nature, Adventure",Male,1,1,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
513,"City, Historical",Male,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
514,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
515,"Nature, Adventure",Male,1,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
516,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
517,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
518,"Nature, Adventure",Female,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
519,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
520,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
521,"Nature, Adventure",Male,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
522,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
523,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
524,"Nature, Adventure",Female,2,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
525,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
526,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
527,"Nature, Adventure",Male,1,2,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
528,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
529,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
530,"Nature, Adventure",Female,2,0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1
531,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0
532,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2
