UserID,Preferences,Gender,NumberOfAdults,NumberOfChildren,Nature_Interest,Culture_Interest,Food_Interest,Wellness_Interest,Entertainment_Interest,Shopping_Interest,Family_Interest,Cluster,Guest_Segment
227,"Nature, Adventure",Male,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
228,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
229,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
230,"Nature, Adventure",Female,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
231,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
232,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
233,"Nature, Adventure",Male,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
234,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
235,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
236,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
237,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
238,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
239,"Nature, Adventure",Male,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
240,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
241,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
242,"Nature, Adventure",Female,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
243,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
244,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
245,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
246,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
247,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
248,"Nature, Adventure",Female,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
249,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
250,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
251,"Nature, Adventure",Female,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
252,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
253,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
254,"Nature, Adventure",Female,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
255,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
256,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
257,"Nature, Adventure",Female,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
258,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
259,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
260,"Nature, Adventure",Female,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
261,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
262,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
263,"Nature, Adventure",Male,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
264,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
265,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
266,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
267,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
268,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
269,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
270,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
271,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
272,"Nature, Adventure",Male,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
273,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
274,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
275,"Nature, Adventure",Female,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
276,"City, Historical",Male,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
277,"Beaches, Historical",Male,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
278,"Nature, Adventure",Male,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
279,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
280,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
281,"Nature, Adventure",Male,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
282,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
283,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
284,"Nature, Adventure",Female,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
285,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
286,"Beaches, Historical",Male,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
287,"Nature, Adventure",Female,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
288,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
289,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
290,"Nature, Adventure",Female,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
291,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
292,"Beaches, Historical",Male,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
293,"Nature, Adventure",Female,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
294,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
295,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
296,"Nature, Adventure",Male,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
297,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
298,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
299,"Nature, Adventure",Female,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
300,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
301,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
302,"Nature, Adventure",Male,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
303,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
304,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
305,"Nature, Adventure",Female,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
306,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
307,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
308,"Nature, Adventure",Female,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
309,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
310,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
311,"Nature, Adventure",Female,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
312,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
313,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
314,"Nature, Adventure",Female,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
315,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
316,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
317,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
318,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
319,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
320,"Nature, Adventure",Female,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
321,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
322,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
323,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
324,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
325,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
326,"Nature, Adventure",Female,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
327,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
328,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
329,"Nature, Adventure",Male,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
330,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
331,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
332,"Nature, Adventure",Female,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
333,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
334,"Beaches, Historical",Male,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
335,"Nature, Adventure",Female,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
336,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
337,"Beaches, Historical",Male,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
338,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
339,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
340,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
341,"Nature, Adventure",Male,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
342,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
343,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
344,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
345,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
346,"Beaches, Historical",Male,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
347,"Nature, Adventure",Female,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
348,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
349,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
350,"Nature, Adventure",Male,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
351,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
352,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
353,"Nature, Adventure",Female,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
354,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
355,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
356,"Nature, Adventure",Male,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
357,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
358,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
359,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
360,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
361,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
362,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
363,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
364,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
365,"Nature, Adventure",Male,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
366,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
367,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
368,"Nature, Adventure",Male,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
369,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
370,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
371,"Nature, Adventure",Male,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
372,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
373,"Beaches, Historical",Male,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
374,"Nature, Adventure",Female,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
375,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
376,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
377,"Nature, Adventure",Female,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
378,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
379,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
380,"Nature, Adventure",Male,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
381,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
382,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
383,"Nature, Adventure",Female,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
384,"City, Historical",Male,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
385,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
386,"Nature, Adventure",Male,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
387,"City, Historical",Male,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
388,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
389,"Nature, Adventure",Female,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
390,"City, Historical",Male,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
391,"Beaches, Historical",Female,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
392,"Nature, Adventure",Male,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
393,"City, Historical",Female,2,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
394,"Beaches, Historical",Female,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
395,"Nature, Adventure",Male,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
396,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
397,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
398,"Nature, Adventure",Female,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
399,"City, Historical",Male,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
400,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
401,"Nature, Adventure",Male,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
402,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
403,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
404,"Nature, Adventure",Male,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
405,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
406,"Beaches, Historical",Male,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
407,"Nature, Adventure",Female,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
408,"City, Historical",Male,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
409,"Beaches, Historical",Male,2,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
410,"Nature, Adventure",Male,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
411,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
412,"Beaches, Historical",Female,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
413,"Nature, Adventure",Female,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
414,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
415,"Beaches, Historical",Male,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
416,"Nature, Adventure",Female,2,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
417,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
418,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
419,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
420,"City, Historical",Female,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
421,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
422,"Nature, Adventure",Female,1,0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
423,"City, Historical",Male,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
424,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
425,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
426,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
427,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
428,"Nature, Adventure",Female,1,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
429,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
430,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
431,"Nature, Adventure",Male,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
432,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
433,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
434,"Nature, Adventure",Female,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
435,"City, Historical",Male,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
436,"Beaches, Historical",Female,1,2,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
437,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
438,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
439,"Beaches, Historical",Male,2,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
440,"Nature, Adventure",Female,1,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
441,"City, Historical",Female,2,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
442,"Beaches, Historical",Female,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
443,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
444,"City, Historical",Female,1,0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
445,"Beaches, Historical",Female,2,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
446,"Nature, Adventure",Female,2,2,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
447,"City, Historical",Male,2,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
448,"Beaches, Historical",Male,1,0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
449,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
450,"City, Historical",Female,1,2,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
451,"Beaches, Historical",Male,1,1,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
452,"Nature, Adventure",Male,2,1,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
453,"City, Historical",Female,1,1,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0,Nature & Wellness Explorer
